Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
EFOI,"Energy Focus, Inc.",0.99,11953775.79,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",7.9,425512091,n/a,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ENG,ENGlobal Corporation,0.81,22282546.77,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",5.66,601817085.6,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,174,3733512954,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRO,Enstar Group Limited,24.6,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro
ESGRP,Enstar Group Limited,24.69,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ETTX,Entasis Therapeutics Holdings Inc.,6.1,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
ENFC,Entegra Financial Corp.,22.73,156647704.6,n/a,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",28.55,4035002363,n/a,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,5.27,60227246.4,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.9,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
EBTC,Enterprise Bancorp Inc,32.02,374472683.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,41.86,969089892.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
EPZM,"Epizyme, Inc.",6.73,532800996.7,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,76.79,1052386524,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
EQ,"Equillium, Inc.",15.9,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq
EQIX,"Equinix, Inc.",385.09,30957577260,n/a,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
EQBK,"Equity Bancshares, Inc.",34.92,551301071.4,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,8.42,2620304850,311200101,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,133,6954552444,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
ERYP,Erytech Pharma S.A.,7.72,23230614.84,3009147,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
ESCA,"Escalade, Incorporated",11.74,169522359.8,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",53.51,1434656717,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",24.81,184728387.6,n/a,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",16.05,189239065.8,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,2.5926,16362152.67,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,12.6,474287083.2,n/a,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd
ESTA,Establishment Labs Holdings Inc.,26.47,543649356.9,n/a,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta
ESTR,"Estre Ambiental, Inc.",4,204746928,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
ESTRW,"Estre Ambiental, Inc.",0.14,0,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.61,409446000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,31.02,471504000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
ETON,"Eton Pharmaceutcials, Inc.",6.25,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton
ETSY,"Etsy, Inc.",54.87,6609642559,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.19,6577489.71,n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
EDRY,EuroDry Ltd.,8.67,19543307.1,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry
EEFT,"Euronet Worldwide, Inc.",116.26,5994404082,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,0.885,9977601.51,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
EVLO,"Evelo Biosciences, Inc.",10.89,345666045.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo
EVBG,"Everbridge, Inc.",52.62,1560262772,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",3.6133,53470328.83,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
EVER,"EverQuote, Inc.",6.01,149882716.9,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever
MRAM,"Everspin Technologies, Inc.",6.89,117778169.9,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,0.55,36487607.75,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv
EVOP,"EVO Payments, Inc.",24.99,2027577120,n/a,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/evop
EVFM,"Evofem Biosciences, Inc.",3.85,99588904.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,2.4,61810312.8,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",2.68,46705788.44,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
EOLS,"Evolus, Inc.",14.6,398214868.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
EVOL,"Evolving Systems, Inc.",1.5434,18701399.41,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,75.94,9333058654,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,40.07,16028000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,36.22,166612000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo
XELA,"Exela Technologies, Inc.",4.35,657379486.4,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",20.56,6147093256,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3,70759317,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",55.27,1893367533,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
EXPI,"eXp World Holdings, Inc.",10.12,581647222.6,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
EXPE,"Expedia Group, Inc.",118.78,17695183033,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",75.54,13037454341,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",48.05,2499183856,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,98.87,55748838200,n/a,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx
STAY,"Extended Stay America, Inc.",17.88,3366583361,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay
XOG,"Extraction Oil & Gas, Inc.",5.98,1053606106,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",6.02,712391623.6,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",0.4851,21074625.22,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.06,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",4.02,40194556.92,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
EYPT,"EyePoint Pharmaceuticals, Inc.",2.22,210579665.1,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",8.97,489626705.5,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",169.55,10279344134,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",137.93,3.96382E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FLMN,Falcon Minerals Corporation,7.6,652498000,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,1.1,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
DAVE,"Famous Dave&#39;s of America, Inc.",4.94,44914114.44,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,23.11,814605799.7,35249061,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,24.41,414425681.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",39.97,370278482.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
FMNB,Farmers National Banc Corp.,12.6,348275604.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb
FAMI,"FARMMI, INC.",4.28,49990400,n/a,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
FARO,"FARO Technologies, Inc.",47.07,812096497.7,n/a,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,57.27,16439732513,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,5.68,64425581.76,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",16.98,1095529445,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",19.95,75288028.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FSAC,Federal Street Acquisition Corp.,10,150644210,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac
FSACU,Federal Street Acquisition Corp.,10.82,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu
FSACW,Federal Street Acquisition Corp.,0.86,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw
FNHC,FedNat Holding Company,21.17,269535254.5,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc
FENC,Fennec Pharmaceuticals Inc.,6.69,127806857.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,2.17,373189506.3,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",10.9868,72650215,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
FCSC,Fibrocell Science Inc.,2.1,19561462.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",41.34,3512992835,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",60.24,226020781.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,281.2,1493143880,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,22.15,604034221.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,14.16,346397765,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus
FDUSL,Fidus Investment Corporation,25.36,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
FRGI,"Fiesta Restaurant Group, Inc.",18.64,508067534.9,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi
FITB,Fifth Third Bancorp,26.08,17098455344,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,26.4,475200000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
FISI,"Financial Institutions, Inc.",27.82,443032359.4,n/a,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,22.86,2683429490,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",2.61,71107257.6,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
FTACU,FinTech Acquisition Corp. III,10.01,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ftacu
FEYE,"FireEye, Inc.",19.6,3861493726,n/a,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,36.77,1092176074,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",27.78,301548066.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,11.57,215946367.5,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,26.86,1312023920,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",20.22,177129282.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",37.53,125956084.3,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap
FCBP,First Choice Bancorp,22.42,161563676.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp
FCNCA,"First Citizens BancShares, Inc.",412.12,4867304109,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bankshares, Inc.",32.64,541000101.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,22.63,172102349.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco
FDEF,First Defiance Financial Corp.,26.44,539401514.6,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,25.71,2517206993,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,15.965,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",61.21,4142059766,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,44.19,541550438.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",15.36,167647580.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,14.8,657772990.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",20.51,180635159.3,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",24.75,3338138975,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,24.37,248127419.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,25.02,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl
FIBK,"First Interstate BancSystem, Inc.",40.5,2454686735,n/a,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,39.5,1961507551,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",35.54,543411788.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",22.03,2343613833,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi
FNWB,First Northwest Bancorp,15.11,173544666,n/a,2015,Finance,Banks,https://www.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",56.62,129774229,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg
FSLR,"First Solar, Inc.",44.5,4664266477,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.6199,18633983.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.66,32959057.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,25.52,162052051,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,13.62,153906027.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fbz
FTHI,First Trust BuyWrite Income ETF,21.79,60449839.79,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi
FCAL,First Trust California Municipal High income ETF,49.65,22342599.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,21.6857,6505753.371,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,51.85,1332545104,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,20.4988,41100094,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,25.8161,7744881.632,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,51.15,1741657602,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skyy
RNDM,First Trust Developed International Equity Select ETF,46.87,23435093.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndm
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,51.66,1061716320,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,37.07,11121074.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,25.3,537625050.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,27.2,2386800054,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,18.1,591870036.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifv
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,23.0134,32218806.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddiv
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,19.3557,13549028.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvol
DVLU,First Trust Dorsey Wright Momentum & Value ETF,17.2455,12071884.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvlu
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,28.2426,38127566.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwpp
DALI,First Trust DorseyWright DALI 1 ETF,18.59,49263537.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dali
FDNI,First Trust Dow Jones International Internet ETF,19.67,1967039.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdni
FEM,First Trust Emerging Markets AlphaDEX Fund,23.7,453855047.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fem
RNEM,First Trust Emerging Markets Equity Select ETF,49.6499,4965089.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,36.8586,57130903.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,34.16,170800068.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,59.9297,3496881454,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,32.3,686375064.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,35.79,66211571.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,39.48,161868079,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,18.9,196623012.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftgc
FTLB,First Trust Hedged BuyWrite Income ETF,21.6463,11905508.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb
HYLS,First Trust High Yield Long/Short ETF,46.51,1304605593,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,36.49,3649072.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk
NFTY,First Trust India Nifty 50 Equal Weight ETF,35.07,3507070.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfty
FTAG,First Trust Indxx Global Agriculture ETF,24.43,4639941.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.68,8176023.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri
LEGR,First Trust Indxx Innovative Transaction & Process ETF,27.2298,46290714.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/legr
FPXI,First Trust International IPO ETF,32.64,24480065.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxi
FPXE,First Trust IPOX Europe Equity Opportunities ETF,17.33,1733034.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxe
FJP,First Trust Japan AlphaDEX Fund,51.43,159433102.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,56.88,1365120114,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex
FTC,First Trust Large Cap Growth AlphaDEX Fund,61.81,893154623.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc
RNLC,First Trust Large Cap US Equity Select ETF,21.4383,19294512.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnlc
FTA,First Trust Large Cap Value AlphaDEX Fund,50.94,1130868102,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,18.3279,17411541.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fln
LMBS,First Trust Low Duration Opportunities ETF,51.02,1910699102,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lmbs
FMB,First Trust Managed Municipal ETF,52.28,462678104.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,35.2632,19394830.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,63.73,822117127.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,39.88,227316079.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fny
RNMC,First Trust Mid Cap US Equity Select ETF,20.845,12507041.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnmc
FNK,First Trust Mid Cap Value AlphaDEX Fund,34.02,52731068.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,66.575,183081383.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,53.03,84848106.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,17.79,624429035.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.4,8700034.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcef
FMHI,First Trust Municipal High Income ETF,49.75,32337599.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmhi
QABA,First Trust NASDAQ ABA Community Bank Index Fund,47.35,295937594.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qaba
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,28.17,33804056.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robt
FTXO,First Trust Nasdaq Bank ETF,25.64,211530051.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxo
